#GENE	LENGTH	CDC_B11096	CDC_B11097	CDC_B11098	CDC_B11099	CDC_B11101	CDC_B11102	CDC_B11103	CDC_B11105	CDC_B11112	CDC_B11113	CDC_B11114	CDC_B11115	CDC_B11116	CDC_B11117	CDC_B11118	CDC_B11119	CDC_B11200	CDC_B11201	CDC_B11205	CDC_B11206	CDC_B11207	CDC_B11208	CDC_B11209	CDC_B11210	CDC_B11212	CDC_B11213	CDC_B11214	CDC_B11215	CDC_B11216	CDC_B11217	CDC_B11218	CDC_B11219	CDC_B11220	CDC_B11221	CDC_B11222	CDC_B11223	CDC_B11224	CDC_B11225	CDC_B11226	CDC_B11227	CDC_B11228	CDC_B11229	CDC_B11230	CDC_B11243	CDC_B11244	CDC_B11245	CDC_B11246	CDC_B11247
QG37_05122	1926	128.04	124.49	86.11	74.78	115.43	110.16	126.62	116.34	127.21	117.18	97.51	101.76	113.60	98.91	106.29	116.03	145.80	156.41	130.31	121.98	113.89	122.47	136.65	100.87	122.80	158.97	88.28	131.50	110.59	34.02	70.69	123.57	135.87	125.21	107.42	95.97	111.31	103.67	88.82	113.60	142.56	127.47	83.77	79.13	114.15	112.29	104.96	135.78
QG37_05123	6423	162.89	153.22	92.97	84.56	134.23	145.54	138.48	128.65	144.62	140.08	111.87	115.84	126.50	116.51	116.27	127.08	164.54	168.24	147.52	144.23	135.54	133.13	139.02	112.28	143.44	173.30	110.04	163.91	129.39	37.11	81.53	144.72	153.57	139.76	123.73	103.10	119.62	116.83	103.82	137.46	157.08	139.26	100.77	105.54	127.41	121.03	108.31	155.41
QG37_05124	1038	152.01	158.82	77.18	88.01	138.18	135.98	142.79	151.50	160.65	130.83	122.66	116.92	137.62	118.48	112.17	141.74	145.18	155.26	150.41	146.70	127.30	139.38	151.19	109.65	140.67	170.25	114.17	155.09	115.29	33.88	77.83	144.40	173.14	127.14	106.61	104.58	127.95	106.34	106.20	143.36	160.76	139.03	106.34	100.12	119.62	119.33	113.08	157.91
QG37_05125	1929	145.31	138.04	72.87	76.96	115.33	122.15	127.45	124.32	127.26	120.63	106.33	112.25	116.42	96.31	109.37	120.39	154.94	160.24	141.04	128.22	121.33	134.69	133.24	97.69	130.88	148.35	98.93	124.57	114.10	30.56	75.95	128.87	127.91	126.77	115.83	96.38	112.75	121.65	94.29	109.12	144.22	118.24	83.25	88.50	111.26	109.01	91.20	137.70
QG37_05126	2901	161.81	168.04	91.48	93.25	136.65	140.55	138.20	130.99	147.57	143.60	113.07	121.48	124.67	121.73	108.06	132.04	169.11	175.40	153.97	148.98	134.17	131.46	149.69	111.56	133.65	175.96	119.71	157.20	135.29	35.02	82.58	149.96	156.43	134.73	128.47	105.26	122.12	121.60	99.56	131.37	165.73	139.15	102.30	96.41	117.47	120.15	107.69	164.27
QG37_05127	1197	128.01	132.21	79.56	75.27	101.83	126.04	118.60	116.41	125.37	116.36	93.86	96.15	109.63	104.64	91.11	114.33	144.22	146.60	139.36	115.66	133.75	121.67	135.66	107.36	132.60	145.95	103.51	140.43	102.16	32.50	73.73	122.24	130.18	123.69	98.75	98.75	110.47	109.03	92.95	125.06	144.86	117.31	89.13	91.47	113.79	99.93	105.76	136.83
QG37_05128	120	121.45	121.52	71.04	72.55	125.61	131.60	116.59	101.38	128.27	141.43	99.47	105.44	100.27	110.16	93.16	126.34	146.98	123.50	115.74	111.48	97.09	118.13	132.13	82.12	110.12	143.00	92.36	114.44	99.54	38.90	85.02	115.90	100.15	100.91	92.67	73.45	91.93	73.02	71.13	103.10	131.70	118.36	68.36	63.39	93.47	78.97	69.32	106.65
QG37_05129	942	139.94	135.48	88.34	74.40	119.28	130.33	125.12	119.98	121.91	125.67	103.50	107.20	104.30	106.45	106.85	120.23	145.37	160.26	144.92	126.18	112.08	127.41	132.00	102.62	130.31	163.27	92.26	142.85	110.85	30.97	65.85	125.61	126.15	118.88	114.99	104.24	107.21	106.53	88.23	113.75	137.53	130.51	85.84	82.20	106.24	106.75	93.53	133.04
QG37_05130	534	133.16	139.68	80.76	76.83	117.07	117.30	131.65	122.00	110.18	115.16	91.31	86.56	82.28	102.48	99.26	117.60	138.71	160.80	127.79	127.95	109.87	124.72	122.69	109.69	148.04	143.15	87.88	137.57	98.36	24.31	64.54	111.23	141.97	113.86	120.59	101.55	92.30	103.77	89.13	122.80	146.50	126.88	86.70	86.30	102.49	103.49	91.83	125.91
QG37_05131	339	163.59	146.06	98.14	93.58	128.18	139.84	142.48	113.68	143.84	132.84	104.05	107.78	121.19	106.25	118.52	120.19	170.15	172.12	167.96	130.55	158.99	114.59	126.41	85.94	143.19	180.06	110.50	168.37	98.94	28.63	83.09	147.42	159.93	124.43	125.94	109.84	119.37	119.49	89.15	136.04	148.58	143.76	87.15	92.99	113.01	129.30	113.26	137.03
QG37_05132	696	160.92	165.83	113.36	93.71	140.77	138.23	124.61	148.91	158.23	135.82	115.85	112.32	121.00	126.12	118.74	150.35	174.38	188.40	169.64	148.27	158.67	134.66	155.75	132.74	149.56	179.77	124.16	182.60	148.53	35.02	80.31	155.61	158.82	139.16	112.61	103.50	120.63	118.22	115.50	125.60	175.97	141.70	116.42	100.48	132.02	133.99	113.61	166.10
QG37_05133	153	171.65	125.46	83.24	65.35	145.29	135.78	128.88	127.67	139.80	121.44	93.61	126.24	122.97	115.42	94.10	126.49	149.74	160.79	163.56	110.85	136.90	131.23	156.26	121.63	130.53	160.18	121.01	177.42	131.07	37.20	71.53	126.53	143.74	128.07	138.63	101.03	111.75	135.28	113.27	121.90	167.18	141.79	85.69	99.86	133.34	116.60	101.36	157.58
QG37_05134	1671	154.51	148.76	87.22	76.60	121.05	134.44	117.63	122.93	147.09	118.99	104.02	98.22	116.42	115.45	106.12	119.74	163.36	167.21	148.03	123.33	136.00	128.09	147.60	113.91	143.72	162.08	115.59	147.31	128.03	36.17	76.00	124.42	155.23	136.04	117.20	96.52	112.54	111.16	101.70	140.07	152.47	126.29	98.97	101.49	122.00	107.70	110.24	144.16
QG37_05136	129	111.88	143.20	107.17	79.33	133.29	139.91	135.42	121.32	123.46	126.78	84.52	103.70	117.17	97.59	122.91	113.57	139.17	172.26	156.25	144.39	123.81	104.93	147.60	88.11	129.32	155.38	117.45	137.71	126.53	29.74	72.24	151.93	142.60	152.26	115.91	83.81	125.68	95.45	117.83	140.52	170.30	134.21	94.12	109.05	106.44	97.49	108.58	159.07
QG37_05137	5916	141.91	143.97	81.78	81.99	121.46	126.21	123.29	124.47	133.52	126.16	104.88	108.84	111.58	106.98	106.25	120.07	155.64	156.95	137.04	126.05	120.76	127.41	133.60	107.94	133.96	163.35	109.41	143.12	113.53	32.43	73.58	128.44	142.65	123.07	109.00	97.82	108.24	116.37	99.87	128.39	145.26	130.61	96.01	98.10	114.50	115.66	102.73	144.39
QG37_05138	804	146.86	137.40	73.66	70.79	103.66	133.45	112.87	130.75	149.19	109.26	94.42	108.60	107.49	112.83	103.25	103.17	147.57	140.46	135.70	123.10	105.62	130.44	125.35	111.58	126.81	165.78	103.40	136.16	119.07	30.47	72.44	134.86	139.05	124.96	120.16	79.78	108.65	121.55	87.36	118.24	148.49	147.71	100.25	100.65	129.52	112.43	100.00	147.61
QG37_05139	171	124.15	74.91	50.35	53.28	73.42	82.24	77.99	83.04	99.80	80.62	76.65	77.90	88.17	76.05	73.46	77.92	96.19	91.36	95.33	96.86	79.27	78.83	100.98	71.02	67.08	85.08	60.96	82.59	70.19	23.57	47.98	86.78	83.85	89.82	75.39	68.04	74.26	70.71	72.47	75.00	96.47	100.43	71.42	59.96	74.75	86.72	81.11	105.14
QG37_05140	1254	131.74	131.78	72.67	64.03	121.18	116.41	115.04	117.47	130.18	114.74	94.05	101.22	112.83	97.50	92.50	118.49	151.60	148.15	128.48	116.47	122.22	117.97	126.81	105.63	110.81	154.02	93.48	138.94	109.99	26.91	71.06	127.50	129.62	116.44	109.03	93.01	95.40	112.58	82.88	116.63	128.27	123.06	97.19	83.40	103.73	108.77	100.64	134.53
QG37_05141	99	159.76	176.65	81.45	73.53	136.48	145.51	149.10	150.37	159.06	149.43	123.91	120.26	131.71	118.03	117.41	148.10	176.92	183.10	164.34	153.15	153.09	162.13	138.19	82.69	146.16	211.18	119.82	200.48	151.94	38.43	79.84	170.01	151.45	123.39	131.75	99.43	145.14	135.13	111.62	139.39	171.77	148.13	98.80	98.56	133.29	118.56	118.12	148.88
QG37_05142	444	148.80	163.98	91.16	80.93	145.78	131.39	138.59	149.72	142.45	133.86	116.40	112.75	112.66	109.22	112.04	135.17	160.63	156.70	164.36	149.80	132.82	136.15	135.14	93.39	134.21	170.09	103.71	173.68	131.75	38.15	80.59	140.81	156.89	117.18	137.77	108.49	127.36	131.25	111.27	147.96	156.86	138.36	102.44	83.84	136.18	124.64	126.70	152.51
QG37_05143	198	138.81	150.19	98.65	83.01	136.77	149.83	130.01	130.62	139.69	137.12	120.27	130.63	121.19	108.14	100.39	121.27	170.45	153.99	141.33	154.22	137.66	147.70	146.95	113.42	150.03	158.27	119.77	153.13	151.25	44.91	71.27	139.18	171.59	128.99	151.91	95.64	117.04	128.89	110.57	126.54	160.22	143.96	106.98	83.36	118.01	118.18	104.89	147.06
QG37_05144	702	150.90	166.69	87.33	80.83	129.46	133.54	144.66	141.01	137.10	156.65	124.53	118.04	129.18	118.27	121.55	129.33	156.04	176.42	164.40	140.86	118.47	131.96	139.48	119.85	145.76	173.99	115.34	140.35	128.75	35.06	68.87	123.54	144.69	122.98	113.60	96.76	101.88	126.53	105.02	134.08	159.83	144.08	100.08	92.82	105.59	114.22	92.76	129.64
QG37_05145	2526	154.92	145.30	91.55	74.37	137.27	132.31	134.62	135.08	137.53	141.59	118.38	111.91	127.04	112.19	109.53	126.35	167.87	173.67	157.64	138.21	129.37	138.37	138.14	111.35	148.10	171.32	110.20	157.62	126.31	38.53	84.10	154.62	160.52	129.05	120.20	100.39	114.68	113.78	104.65	138.38	163.69	140.98	100.79	98.02	116.95	120.07	109.18	151.80
QG37_05146	534	153.20	133.83	86.62	79.20	121.99	119.73	137.27	129.44	136.87	143.79	124.85	110.39	110.68	98.73	109.03	113.36	155.61	173.05	142.97	132.01	148.45	132.03	151.37	102.74	133.46	176.90	117.67	161.72	119.71	30.68	64.45	124.14	150.72	119.51	113.57	103.67	111.99	107.57	90.95	128.39	152.28	129.48	99.50	92.46	126.14	129.62	121.50	136.52
QG37_05147	183	127.08	138.90	71.03	90.67	118.46	122.34	131.15	125.87	123.86	119.99	91.72	113.95	127.95	106.40	106.43	112.79	143.59	143.00	141.54	112.97	126.34	129.50	127.95	102.43	149.08	149.01	83.55	137.85	109.52	31.66	81.58	120.09	151.45	107.48	110.48	92.99	93.83	114.76	74.83	133.33	151.25	138.26	89.11	108.97	120.34	107.86	98.19	119.99
QG37_05148	1071	135.23	128.94	74.94	78.31	117.86	124.84	125.03	131.97	123.11	122.96	108.13	105.07	114.72	110.62	104.03	109.95	159.45	144.82	138.21	127.63	126.16	133.17	145.65	107.41	126.35	171.15	111.30	158.64	115.68	32.83	80.73	129.90	130.70	111.21	114.40	87.06	106.79	115.20	97.56	130.37	141.00	142.94	99.97	102.51	115.51	121.25	110.79	139.92
QG37_05149	2160	129.95	117.02	71.07	70.01	112.75	122.77	109.71	123.94	112.98	110.68	86.52	96.82	104.73	103.45	95.19	114.73	146.60	148.37	122.56	125.95	105.81	119.84	131.04	100.05	125.90	143.64	92.38	129.01	95.76	26.84	70.47	115.00	127.46	113.44	109.05	83.54	101.38	101.66	86.26	118.71	148.69	114.97	90.12	84.17	107.58	116.16	98.87	134.08
QG37_05150	144	44.58	49.44	29.15	27.15	48.78	49.01	43.26	43.76	48.38	53.25	39.68	41.53	33.21	35.77	42.07	40.45	71.39	51.58	50.64	52.88	53.06	58.10	56.22	42.61	53.64	63.88	36.78	60.01	36.02	12.21	24.21	53.90	61.72	52.06	56.51	53.79	52.81	59.59	48.91	52.73	75.10	62.07	42.44	28.93	45.69	53.08	39.95	61.36
QG37_05151	234	20.53	47.97	35.33	36.83	47.77	45.79	45.36	36.77	45.90	49.61	32.04	46.15	39.14	37.20	52.02	45.58	55.64	53.71	48.41	59.53	36.01	48.56	47.32	32.09	43.53	48.80	44.38	63.85	43.46	13.86	27.06	54.53	57.91	51.78	46.14	37.95	44.65	43.02	39.89	55.72	61.53	56.64	43.61	37.31	43.62	48.94	41.70	71.31
QG37_05152	1536	107.78	112.39	65.13	68.58	97.48	101.14	101.67	106.52	99.65	106.37	78.08	90.71	94.39	104.26	96.60	96.72	135.98	139.61	123.17	107.13	92.72	104.16	115.76	94.27	115.19	115.09	93.74	109.69	92.89	24.53	59.73	110.37	124.51	87.60	101.42	80.33	97.10	93.34	86.77	110.22	116.33	106.24	90.90	82.19	101.97	103.86	105.68	129.56
QG37_05153	816	132.57	137.70	76.16	70.65	107.36	103.36	105.74	113.28	132.02	111.98	103.76	101.88	102.54	110.25	89.55	124.32	138.56	154.32	134.67	122.30	113.75	136.67	126.75	106.03	136.44	140.90	104.92	141.14	109.12	28.33	81.78	126.72	134.54	119.12	121.10	87.81	100.73	124.21	101.67	119.91	136.50	132.77	105.39	91.70	127.25	120.41	102.03	147.67
QG37_05154	1839	127.81	131.75	65.80	72.51	118.80	107.35	103.39	106.05	121.80	106.27	87.78	99.97	100.71	93.82	106.39	111.93	137.41	153.93	134.21	116.26	117.98	121.13	130.09	107.33	125.39	139.65	98.65	121.75	106.47	27.02	69.17	118.19	133.58	120.78	113.66	89.55	107.15	114.73	89.16	127.27	136.04	131.68	88.69	90.09	109.22	112.55	95.85	140.95
QG37_05155	1374	122.25	114.20	59.98	63.77	103.03	102.74	101.58	106.14	112.80	106.56	86.17	86.57	89.58	95.00	87.62	101.01	117.67	144.63	125.06	100.22	105.32	118.58	135.22	109.18	109.81	117.85	95.42	111.53	92.84	22.82	61.69	115.05	125.05	112.46	96.35	82.22	91.39	93.84	80.45	111.27	124.98	117.54	80.04	82.03	107.43	106.68	96.98	123.88
QG37_05156	1407	112.65	121.09	77.57	70.60	108.38	99.80	89.74	103.74	110.70	100.91	79.96	91.48	99.75	106.50	92.98	108.26	138.45	144.94	140.92	118.58	112.54	113.74	118.85	101.04	113.02	135.63	94.52	126.54	100.11	34.72	72.23	123.41	122.06	109.74	118.31	94.64	102.73	101.10	79.91	117.54	126.73	117.23	96.42	80.57	100.28	113.04	90.36	132.93
QG37_05157	957	118.65	109.23	60.59	68.55	100.40	90.71	89.44	104.99	118.29	119.51	95.58	99.25	101.18	105.80	91.43	119.55	123.38	151.25	131.75	132.51	118.77	125.17	121.34	102.88	128.62	139.18	100.45	138.39	105.76	26.43	74.87	142.66	132.03	124.61	112.98	103.56	99.33	116.58	80.24	116.90	126.22	119.01	88.77	90.01	107.55	111.50	101.31	141.90
QG37_05158	1170	111.75	90.85	69.59	65.43	106.91	99.29	91.49	105.89	113.85	101.33	88.34	85.95	84.87	90.33	96.25	102.80	138.16	133.82	115.62	112.21	98.06	106.84	118.48	91.37	118.41	134.99	92.56	115.02	103.89	54.39	92.42	118.98	124.81	107.06	106.22	86.15	91.48	103.09	90.83	111.15	138.86	111.91	88.07	75.35	103.57	107.87	82.74	126.38
QG37_05159	504	123.06	147.85	69.60	66.43	112.25	121.26	108.30	100.84	124.73	104.93	93.23	103.83	102.77	103.06	107.19	122.82	159.22	153.64	142.84	119.94	115.24	122.79	127.89	101.62	145.24	157.39	90.93	132.43	103.34	29.50	60.79	121.61	120.21	120.70	104.61	94.97	100.01	116.81	92.94	119.08	138.36	110.76	98.73	109.11	109.18	120.47	102.12	154.51
QG37_05160	888	124.79	119.47	59.29	76.43	104.45	115.59	103.86	110.48	126.25	100.55	94.51	87.19	90.77	122.79	97.82	99.81	127.94	155.66	121.83	118.51	102.26	123.90	125.14	95.69	119.50	148.17	95.74	123.42	90.92	27.26	68.19	110.67	136.21	109.69	111.17	85.96	91.97	101.52	81.75	109.20	129.23	122.76	84.02	92.71	107.84	106.41	91.04	140.46
QG37_05161	1257	128.11	133.72	76.96	75.70	119.11	124.74	104.29	123.46	130.53	112.66	90.02	85.86	95.17	103.43	108.05	107.66	134.99	160.26	136.99	103.94	121.90	126.17	133.07	100.45	118.19	153.66	94.16	118.04	109.37	25.59	68.53	125.05	134.29	111.15	107.16	85.46	98.77	107.07	82.49	116.84	136.50	115.94	99.61	87.41	110.91	99.95	92.65	127.85
QG37_05162	1326	140.15	125.59	72.97	72.25	115.12	107.34	122.45	105.43	124.47	115.28	93.38	86.94	114.99	104.45	93.48	110.37	136.22	152.09	144.48	127.49	117.51	117.76	139.78	101.12	119.08	149.68	101.58	123.25	97.76	28.14	71.84	126.00	136.67	116.42	110.52	87.91	109.91	108.88	89.12	122.29	150.10	124.40	93.69	97.97	108.78	106.71	93.81	142.78
QG37_05163	861	148.46	134.00	75.18	73.09	114.46	113.44	123.62	120.86	133.10	116.71	99.81	113.54	111.84	113.04	106.33	126.20	150.16	142.33	152.62	131.61	114.93	123.12	136.70	112.55	143.13	162.13	107.77	132.04	120.65	32.33	76.61	128.65	137.31	127.99	105.66	91.13	127.38	119.90	98.25	125.54	152.89	132.22	93.85	93.39	124.63	125.59	101.19	147.79
QG37_05164	180	162.78	167.84	62.56	74.66	148.97	122.38	117.17	131.59	155.51	129.66	104.74	123.51	124.16	125.40	112.06	132.38	164.79	185.37	184.61	162.69	137.23	140.52	136.89	96.37	143.52	177.42	104.17	150.19	130.99	50.82	108.52	145.72	157.21	146.42	136.78	95.57	125.93	147.24	118.43	145.53	132.79	149.72	119.78	115.14	131.07	132.67	127.27	144.97
QG37_05165	1053	145.72	141.09	88.40	90.96	149.43	132.61	134.70	139.09	155.38	134.87	108.51	118.06	129.95	122.06	127.32	126.00	167.84	197.17	156.64	151.87	144.07	137.67	149.93	116.32	144.66	183.47	116.58	159.66	122.98	40.36	78.21	147.34	171.24	137.53	137.33	106.78	124.55	123.93	106.65	157.64	163.20	149.40	105.11	109.59	144.74	146.08	117.81	174.23
QG37_05166	495	138.50	135.66	87.85	89.68	129.89	131.65	127.32	130.65	151.53	124.09	100.12	116.33	125.03	108.32	105.50	117.31	159.66	165.34	138.48	126.29	132.54	123.70	141.01	110.97	133.20	167.47	111.03	160.47	135.61	35.70	88.76	140.95	155.31	132.05	115.83	96.38	116.18	115.49	103.33	153.16	151.07	129.95	105.27	105.74	140.75	143.02	111.26	169.19
QG37_05167	1803	126.36	136.34	78.57	74.93	119.93	129.14	122.18	127.70	135.99	125.02	101.26	101.89	118.04	105.38	103.43	123.70	148.18	153.57	139.84	119.69	128.35	131.13	139.67	109.88	138.74	147.83	103.59	133.20	123.06	30.41	78.65	127.32	147.35	121.19	114.74	89.40	108.57	117.84	102.48	124.24	140.27	139.21	97.83	83.66	120.50	112.13	99.75	141.06
QG37_05168	1122	145.82	127.35	87.71	73.28	121.73	134.77	110.88	120.00	127.36	115.62	94.53	102.65	115.02	96.12	100.90	107.59	156.25	152.98	142.63	120.35	113.43	124.88	125.87	106.43	125.76	153.48	101.55	137.11	109.29	24.55	78.79	124.25	144.10	99.38	98.51	90.89	106.96	109.12	91.63	122.24	143.13	129.57	84.55	73.89	117.34	118.00	112.48	143.95
QG37_05169	2469	156.14	143.68	86.47	85.76	135.09	132.90	128.20	133.93	145.76	128.12	117.87	124.59	111.95	111.37	112.82	123.69	158.36	166.31	157.70	143.87	141.89	136.55	158.56	112.77	141.67	173.93	116.81	152.41	139.93	35.89	85.86	154.95	158.23	137.73	128.20	104.34	119.69	126.51	109.84	141.03	159.51	137.20	97.32	108.20	132.01	130.96	114.04	151.67
QG37_05170	2049	151.47	158.26	89.60	87.89	140.58	132.03	128.41	134.75	143.17	131.66	111.96	115.78	117.26	117.98	108.17	133.84	168.43	168.69	154.34	136.21	132.46	139.14	142.76	113.98	136.16	167.96	116.78	164.41	128.48	31.46	82.94	149.31	156.31	129.88	125.41	101.64	115.92	125.89	99.44	132.21	148.45	144.27	106.94	97.72	120.15	128.05	115.16	161.55
QG37_05171	711	131.00	133.23	80.86	73.11	117.45	112.44	123.84	117.00	140.87	109.32	90.23	103.46	123.32	109.31	118.14	128.04	147.08	136.49	127.80	119.49	109.74	113.44	123.12	112.88	133.05	143.09	108.78	123.64	101.94	30.86	70.88	137.65	140.19	106.65	119.95	101.10	110.52	115.76	94.28	138.91	124.47	127.96	110.01	85.38	111.97	116.94	107.35	142.29
QG37_05173	1554	108.56	128.33	74.54	74.17	113.23	107.23	105.44	121.70	132.38	111.36	85.93	95.96	103.25	99.40	102.57	112.41	135.92	135.44	128.31	112.37	110.59	109.23	121.54	96.70	120.96	146.37	93.96	125.16	103.72	31.27	71.69	121.85	131.25	126.68	115.82	92.81	99.99	107.69	89.44	111.60	115.27	121.27	83.36	82.71	113.21	108.02	91.66	140.84
QG37_05174	1041	111.73	131.82	63.98	72.00	107.67	109.45	98.66	109.20	114.42	103.96	90.30	86.53	99.47	112.28	85.71	122.41	159.26	148.53	127.76	122.15	120.06	106.76	138.31	113.54	126.12	157.72	97.59	126.78	99.24	29.20	65.80	122.72	125.15	114.65	115.81	97.27	98.89	110.88	89.38	118.08	129.16	117.51	85.58	86.49	106.79	114.49	98.61	129.94
QG37_05175	153	122.81	121.97	69.19	65.08	97.62	105.42	103.84	96.23	112.26	85.95	84.85	77.05	105.67	100.58	105.13	117.82	136.24	155.86	115.13	100.09	109.67	95.51	108.57	103.99	119.82	160.72	88.46	100.75	107.69	32.18	74.39	121.73	131.85	101.18	122.76	97.39	94.05	106.33	82.41	105.77	118.70	108.05	89.48	81.93	103.92	113.05	93.80	140.78
QG37_05176	978	104.19	96.85	60.25	58.18	103.75	105.34	98.15	103.02	101.49	72.55	82.42	74.02	85.81	80.37	93.23	95.91	127.66	142.73	127.50	103.42	101.62	107.23	116.76	79.04	113.85	120.12	85.34	102.32	84.80	25.70	61.03	104.66	114.13	102.90	99.76	77.82	92.12	103.20	78.23	88.94	107.17	101.79	72.32	72.37	93.48	98.26	82.87	116.32
QG37_05177	468	127.90	108.89	73.46	64.51	101.49	124.76	104.60	118.07	125.45	116.85	102.88	94.41	102.66	85.11	114.46	119.79	157.09	159.51	136.39	127.51	122.24	125.47	118.79	106.57	107.57	150.35	82.00	113.88	106.34	31.01	59.65	118.29	110.66	118.43	104.93	97.39	103.18	108.69	87.65	99.62	128.37	102.73	91.12	78.67	110.82	98.49	107.52	127.57
QG37_05178	1800	121.72	125.74	72.91	71.97	105.62	115.88	119.87	108.76	121.56	103.51	84.43	86.17	109.17	98.79	96.13	111.29	139.16	157.36	134.18	102.48	124.58	119.66	133.47	104.35	123.78	136.71	98.82	119.86	97.18	30.25	71.04	127.42	127.38	112.82	109.67	96.14	115.42	114.40	84.02	113.17	138.40	122.73	87.65	84.57	106.83	116.28	90.59	137.31
QG37_05179	216	125.26	118.83	69.48	66.51	102.50	117.91	115.15	110.55	118.32	110.81	99.19	91.81	105.62	108.42	89.58	122.88	131.82	141.00	113.08	109.49	110.68	137.15	143.93	102.16	121.27	141.69	111.33	113.16	98.03	20.52	90.31	118.56	154.48	102.59	112.10	103.00	124.45	128.19	91.29	111.14	155.00	104.09	92.77	82.77	101.36	115.21	81.28	133.60
QG37_05180	1311	121.25	127.18	67.34	76.69	101.00	105.51	119.86	108.02	114.04	101.46	85.81	98.62	106.84	100.79	85.75	110.03	136.68	151.60	132.86	105.73	110.46	103.69	137.25	100.00	116.93	139.59	94.75	127.02	90.30	27.18	60.03	117.59	133.74	118.24	100.78	83.46	90.26	107.46	90.53	122.62	126.57	109.82	85.08	83.41	108.60	113.10	86.93	145.71
QG37_05181	1230	133.12	138.57	73.18	74.63	120.72	107.43	120.07	118.34	138.92	114.64	81.80	94.68	102.35	108.78	103.77	115.89	151.12	145.08	137.38	117.78	125.15	112.15	119.57	99.70	123.41	146.66	93.47	135.70	106.83	43.35	83.00	120.16	132.43	125.54	117.94	91.38	110.47	104.40	98.09	124.57	127.82	117.81	97.91	80.35	109.45	109.93	89.70	128.16
QG37_05182	228	156.60	145.46	90.35	76.31	135.54	129.39	148.74	112.99	157.57	121.33	99.57	115.27	112.09	113.25	113.61	125.65	143.24	160.57	139.63	130.78	94.79	150.75	153.07	109.59	134.80	141.78	106.90	156.57	106.99	41.46	71.61	135.12	134.96	136.17	119.03	116.23	141.13	120.57	112.78	137.14	133.36	150.16	101.12	98.05	110.89	114.25	85.91	148.56
QG37_05183	174	144.52	134.18	82.72	85.41	124.10	114.87	117.09	109.73	148.10	130.34	94.85	117.93	104.02	106.55	98.16	107.37	114.85	161.10	120.58	131.29	92.89	134.82	127.02	101.59	129.83	147.72	112.87	145.13	113.74	43.24	72.77	140.18	136.46	122.38	112.79	97.53	111.55	116.09	120.16	139.97	142.22	132.30	90.65	86.97	101.66	101.12	95.77	111.08
QG37_05184	2184	156.68	151.15	86.99	85.42	137.17	134.88	132.82	135.80	141.04	132.68	113.09	116.05	123.49	124.10	114.16	133.78	159.86	172.72	152.95	141.27	131.47	136.87	146.20	120.87	131.83	174.19	121.43	164.82	119.45	36.16	77.68	137.26	159.92	124.77	116.62	112.85	118.76	125.11	108.09	138.05	169.55	147.77	110.13	100.18	125.02	127.74	113.15	144.64
QG37_05185	1113	137.28	139.56	82.58	73.47	125.52	125.73	130.16	126.55	122.30	120.28	93.51	103.56	117.89	111.58	118.56	124.92	141.80	148.47	147.39	129.95	120.40	119.58	132.60	101.08	131.14	152.46	99.16	142.06	96.37	29.29	73.77	118.51	149.32	132.31	111.57	96.68	104.18	116.09	100.85	128.96	137.46	122.00	94.64	89.65	109.69	110.58	107.29	153.43
QG37_05186	171	110.26	124.31	72.55	86.62	122.81	130.71	105.38	115.09	134.22	106.57	89.84	108.84	99.09	82.09	107.07	129.55	141.00	140.60	125.37	133.71	116.73	131.84	118.92	103.69	121.38	133.27	98.78	114.14	86.91	23.31	63.94	103.11	118.12	117.56	111.96	104.40	114.03	106.08	89.35	114.40	132.82	132.44	93.22	67.35	114.62	93.57	101.43	124.47
QG37_05187	1053	129.79	121.49	71.34	79.09	118.81	120.63	120.04	116.74	125.57	101.20	92.39	98.19	104.49	97.77	102.53	113.72	129.88	133.74	129.46	110.73	108.24	122.84	119.90	100.02	109.26	146.85	94.64	116.85	102.53	27.57	70.38	117.75	117.00	108.33	104.48	86.17	80.29	106.06	106.67	102.95	126.94	109.11	89.10	84.26	104.22	102.80	81.91	109.07
QG37_05188	723	124.33	144.17	73.54	90.88	130.49	127.95	131.54	123.57	131.55	135.11	96.53	110.29	103.77	91.16	90.16	127.64	147.74	146.68	150.35	124.29	133.80	140.68	139.09	116.70	145.47	147.95	113.23	152.95	110.47	36.79	83.64	136.62	124.98	118.45	127.76	90.89	107.05	121.33	98.44	123.32	135.20	134.38	99.82	86.36	112.09	114.49	100.68	136.19
QG37_05189	3015	144.88	146.71	88.88	78.96	128.35	137.19	136.47	127.73	138.50	127.98	103.84	113.59	116.64	116.14	116.40	126.16	173.96	170.99	141.52	131.74	128.36	130.80	147.81	106.08	127.95	172.34	98.98	151.40	121.10	36.00	76.10	139.23	147.48	133.54	117.70	100.02	117.48	118.75	101.90	127.89	156.09	138.92	101.73	95.57	117.99	116.29	102.07	149.97
QG37_05190	1578	118.67	131.24	71.53	72.00	118.11	117.02	112.97	126.16	119.42	119.13	87.95	99.46	113.52	100.38	99.81	112.44	135.92	149.32	125.59	121.46	106.49	110.23	117.89	95.70	110.16	147.26	100.07	130.35	95.47	27.00	72.25	115.22	131.08	120.62	105.18	90.96	111.61	97.25	81.07	117.76	146.56	127.59	84.68	90.14	105.07	100.63	94.58	125.96
